1,"@daveweigel my regret about ""avengers: endgame"" is it didn't come out late enough for the characters to ponder these questions."
2,"1. toy story 4
2. avengers: endgame
3. birds of passage
4. cold pursuit
5. her smell
6. yesterday
7. hail satan?
8. how to train your dragon: the hidden world
9. the last black man in san francisco
10. us"
3,"this week.. #superman makes his @dccomics #blacklabel debut, @avengers endgame takes one last run at avatar. and we pick our top 3 movies we want released back on the big screen!  #podcast #podernfamily #popculture https://t.co/ehxrbe1upq"
4,"he’s not just your friendly neighborhood spider-man anymore.

director jon watts and actor jacob batalon on how #spidermanfarfromehome addresses life after ""avengers: endgame"" and pushes peter parker to question his superhero path: https://t.co/ix0ojwvhsc https://t.co/z7u6wcadu8"
5,the fans aren't happy with it. https://t.co/wtlyg9wkeo
6,the new avengers: endgame re-release footage explained https://t.co/i0ezt5rnfv https://t.co/kydtkzpgpn
7,"weekend box office: toy story 4 dominates, avengers: endgame doesn’t break all-time record

https://t.co/qil9uac9qu https://t.co/ti6humqzrh"
8,"avengers: endgame needs
$30 mln. to pass avatar as
#1 worldwide."
9,"@odeoncinemas yesterday - predictable but enjoyable. 
avengers endgame - i'm still crying."
10,"how was the avengers endgame re-release footage? /film
https://t.co/agg5vq8bnv"
11,controversial opinion: i enjoyed jumanji: welcome to the jungle more than avengers: endgame.
12,how was the ‘avengers: endgame’ re-release bonus footage? https://t.co/q6klo8myov https://t.co/edmjszk4c4
13,"the fact that the only version of avengers endgame online at the moment is a cinema cam recording is an absolute disgrace. get yer finger out, thieves."
14,"said it before and i’ll say it again. 15-20 million shy is where it lands. it’ll have to do a rerelease months later. not sandwiched boy toy story and spider-man

avengers: endgame $27m shy of avatar's global box office record after 'bring back' re-release https://t.co/vjubrgbmgj"
15,how was the avengers endgame re-release footage? /film https://t.co/qsqgmipn48 https://t.co/o1bovkgddp
16,"exclusive items received from marvel studios avengers: endgame - spider-man: far from home movie marathon at golden village cinema in jurong point shopping centre.

items includes:

1 x avengers: endgame poster, 
1… https://t.co/mdsqfpbaqz"
17,post credit scenes for avengers endgame re-release ! https://t.co/ehgylj1b1l
18,'avengers: endgame' marketing will only show the first 15 minutes https://t.co/serbc9hc5d
19,"indiegames: avengers: endgame makes $5.5 million with re-release, as toy story 4 stays no. 1 at us box office https://t.co/epv5lsdbvp https://t.co/arwbtfyfjq"
20,@team_mcclean keep your head up buddy!!  i have a shoulder in a sling with a repaired shoulder from hockey injuries...not being able to do what you want sucks doesn’t it?  keep on smiling...what did you think of avengers: endgame?  see it yet? catch the stan lee tribute after the credits? 👍😔
21,'avatar' stays ahead of 'avengers: endgame' https://t.co/u5rzvyzc7v
22,dammit! 'avengers: endgame' won't be surpassing 'avatar' at the all-time box office (for now) https://t.co/or26ogmrm0 via @uproxx
23,how was the 'avengers: endgame' re-release bonus footage? https://t.co/xobf02pcc8 https://t.co/dhcvzi466h
24,"hello good morning, i need everyone to go out to your local theaters and i need you to watch avengers: endgame ... thanks"
25,captain america funko pop signed by chris evans - avengers: endgame https://t.co/6iiyoy23to https://t.co/kwldowuey2
26,avengers endgame: chris evans speaks out on captain america time travel plot hole https://t.co/csdiuewa5m https://t.co/zfxq3w78oj
27,i am captain america!  https://t.co/tldjfkocwe
28,turns out that audi e-tron appearance in avengers endgame was compliant with new eu laws.  https://t.co/qxkfjesyro
29,183 (we’re ½ through!). spent time (/most midsummer-weekend) with my brother (happens 2-3 times a year) meaning (according to tradition) catching up on latest mcu again. so avengers: endgame (’19) is obviously a winner. personally liked a simple favor (’18) &amp; elizabeth (’98) too.
30,"halfway through a year of movies. my top 10 (so far):

us
#midsommar 
avengers: endgame
captain marvel
#spidermanfarfromhome 
pokemon: detective pikachu
kitbull 
late night
fyre
always be my maybe

the takeaway? it has been a very fun 2019!
#filmtwitter"
31,it’s finally here! we welcome back actor @danfranko to review and breakdown the mcu’s latest installment #avengersendgame⁠ ⁠! enjoy! https://t.co/1vnfomebcs
32,"infinity war
avengers
endgame
age of ultron

that is all"
33,"@therhetorrick btw, this is a really fun nerdy podcast about avengers and conservatism in the film.  https://t.co/lon1y10ktt"
34,"fuck fuck fuck fuck fuck

https://t.co/vy1vhpb182"
35,"top 10 global cinema movies #1jul :
1. #toystory4
2. #annabellecomeshome
3. yesterday
4. aladdin 2019 - prince ali
5. avengers endgame
6. men in black international
7. the secret life of pets
8. #rocketman
9. child's play
10. #johnwick3 https://t.co/oloncflqba"
36,avengers: endgame re-enters the top 10 becoming no.6 and apollo 11 opens at no.8.
37,"@realclownfishtv @youtube if avengers: endgame couldn't best avatar, then nothing ever will."
38,@the00files @007 personally i think they are looking at how star wars episode 9 &amp; avengers endgame revealed the titles at the end of the 1st trailer
39,the fans aren't happy with it. https://t.co/vashjxep74
40,watch chris evans struggle to explain avengers: endgame's steve and peggy timeline continuity https://t.co/qrsapgcar2 via @cinemablend
41,avengers endgame star chris evans speaks out on captain america time travel plot hole https://t.co/um9c0kuefx #avengersendgame #captainamerica https://t.co/oxgucecevb
42,people weren't happy about it. https://t.co/0ujcmiyy9h
43,chris evans addresses avengers: endgame timeline confusion https://t.co/0g6zydr8yv
44,"pgs member, shaun reed, writes in to robservations with is quick summary on a re-watch of avengers: endgame with new scenes added. and you won't believe how his second viewing affected him (no spoilers). https://t.co/021xqab8g6 https://t.co/l3tipfo7yz"
45,"oh, for fucks sake youtube algorithm. the film is only out in china and japan and you're already recommending me 'spider-man: far from home post credit scene explained' videos with spoilerific thumbnails? do i have to implement an avengers endgame-style internet blackout again?"
46,"avengers: endgame didn’t beat avatar at the box office, but still imagine walking away with 2.749 billion dollars after a hard days work."
47,"#wkndboxoffice (june 28-30) the re-expansion of @avengers endgame with added new bonus footage, put it back in the top 10, taking in another $5.5m, lifting its total domestic haul to $841.3m

#avengersendgame #summermovies https://t.co/julfx5z3w5"
48,"even after re-release, 'avengers: endgame' earnings not enough to dethrone 'avatar' - https://t.co/d6pzcvkyud   #cinemashowbiz https://t.co/g6syouzlfg"
49,‘avengers: endgame’ actress lexi rabe claims she was bullied by  adult  online https://t.co/aph4lsxlda
50,@farukyz avengers- endgame / last call!!
51,avengers: endgame $27m shy of avatar’s global box office record after ‘bring back’ re-release https://t.co/yhvyw3ibsv
52,avengers: endgame $27m shy of avatar's global box office record after 'bring back' re-release https://t.co/dnnmgdbxzi #comics
53,the fans aren't happy with it. https://t.co/xnxnmwroja
54,"tony stark almost said ""f*ck off"" to thanos in avengers: endgame. https://t.co/texmt1or5z"
55,"for me;

john wick: chapter 3 
avengers: endgame 
toy story 4
brightburn 
us https://t.co/sdl0st4yhs"
56,"@jtemoviethinks my county has different release dates, so here's my list

avengers: endgame
they shall not grow old (ww1 doc)
toy story 4
rocketman
john wick: chapter 3"
57,avengers: endgame re-release pitch meeting https://t.co/tbciutczga
58,"when someone says the time travel in #avengersendgame doesn't make sense when the movie stops to explain it several times
°
°
°
°
° #avengers #endgame #marvel #comicbook #buffy #btvs #buffythevampireslayer #tvshow #tvseries @sunnydalesis #repost https://t.co/yssszphvit"
59,"'avengers: endgame' earned $7.8m globally over the weekend in its rerelease, putting it $27m shy of the record for highest-grossing film. https://t.co/qmgnu2aosc"
60,#nw avengers: endgame bring back events
61,"this week's #podcast features the re-release of #avengersendgame, #annabellecomeshome, #yesterday, #agentsofshield, #comics, and more.
https://t.co/febgmtcokk https://t.co/duxljycm2h"
62,oh well. looks like avengers: endgame was the pinnacle of human cultural achievement before we're all wiped out in world war iii. https://t.co/ymwnssbjsi
63,"now that it's july, half the year is over.  here are my 4 favorite movies of the first half of the year.  why only 4? because these are the only 4-star movies i've seen this year.

apollo 11
avengers: endgame
how to train your dragon: the hidden world
yesterday

2019 pretty good."
64,"@thinbluln4women @dtowlson7m3 i went to see the re-release of avengers: endgame on sat night.  they had posters at the end available at the theater customer service desk.  on the poster it says: ""we love you 3000"".  seemed kind of fitting :)"
65,avengers: endgame $27m shy of avatar's global box office record after 'bring back' re-release https://t.co/vsephsc4mm https://t.co/5fmpropm1q
66,the democratic debates is like avengers endgame. except they're all villains and we can't believe they managed to get all of them in the same place.
67,#avengersendgame re-release sparks major backlash online - https://t.co/pleknrgusk https://t.co/yafimtyl1f
68,avengers endgame directors say 'who knows if gamora is still alive' - news18 https://t.co/abajspynjy
69,"ok, avengers endgame was great!"
70,"@littlelyds3 @cineworld hi lydia, yes yes we have an insider exclusive screening tonight. see more: https://t.co/emwi7wdeg3"
71,even chris evans had a difficult time explaining captain america's confusing #avengersendgame ending https://t.co/0eegkjgwsv https://t.co/fhtldmhibr
72,here's what happens in the extra 'avengers: endgame' footage https://t.co/qrslu4s30x
73,"@nabbers25 hi nabs, yes we have an insider exclusive screening tonight. see more: https://t.co/emwi7wdeg3"
74,"anyone being cynical about avengers: endgame's re-release knows that avatar had an extended re-release too, right? that's just the name of the game."
75,all hail @avengers endgame for the 7th time in cinema. ✨✨✨ https://t.co/uyjz3jovgv
76,i wanna go see spider-man: far from home in theatres but i haven't seen avengers: infinity war and avengers: endgame yet and i already have plans to go see toy story 4. oh well.¯\_(ツ)_/¯
77,"you can now pre-order the #ironstudios #avengersendgame 1/4 scale legacy replica #iron man mark lxxxv statue from @collectsideshow.

two versions available. details &amp; images here: https://t.co/pqsmjxm6si https://t.co/yrp4wihmtu"
78,avengers endgame had a build up of 22 movie over 12 years and will still fail to beat avatar's box office even with a re-release.
79,boutta go see avengers endgame again &amp; im probably gonna cry again
80,"#avengers assemble for the #endgame:
https://t.co/fytxaixpff"
81,"since it's the midpoint of the year, it's time for my top ten movies of 2019 (so far);
10. how to train your dragon 3
9. captain marvel
8. triple threat
7. missing link
6. john wick 3
5. godzilla 2
4. shazam!
3/2. the lego movie 2/toy story 4 (tossup)
1. avengers: endgame"
82,"avengers endgame re-release fails to beat avatar! 

https://t.co/9zynlvibxn via @youtube"
83,"movie night, or avengers endgame to be exact, cancelled, due to the cinema having technical error. #iamsadnow #avengersendgame #avengersendgamebringbackevent #avengers #marvel #brunei https://t.co/dtjmocjwmn"
84,@regalfilms i went to go see avengers endgame this weekend and after i paid for my ticket i was disappointed that they had no more posters available! i was 🤬
85,chris evans tries to explain cap’s confusing ‘avengers: endgame’ end https://t.co/0qk6gsrbvn https://t.co/xrec9t4nuv
86,even chris evans had a difficult time explaining captain america's confusing #avengersendgame ending https://t.co/heolzsn2lq https://t.co/bh4cvxxzfv
87,avengers: endgame: the director duo clear the air about gamora &amp; captain america's fate; details inside - https://t.co/s0q9vvupwa #avengersendgame
88,"#avengersendgame, le scene post-credits leaked diffuse in rete https://t.co/7fx9jdrvxw https://t.co/3npsswphey - movieplayer_it"
89,"i rewatched avengers #endgame last night for the re-release and i must say, i liked it much better the second viewing. i was able to appreciate everything i originally had a problem with. overall, i’d give it an 8.5/10 and i can safely say it is my favorite mcu film to date! https://t.co/ykmuhoqhee"
90,avengers : endgame could not pass avatar even after it's re-release. disappointment. the top position belongs to just avatar ! #avatar #avengersendgame #avengersendgamererelease #avengers
91,"#avengersendgame, le scene post-credits leaked diffuse in rete https://t.co/akvpqyfjz7 https://t.co/trdcoxt64v"
92,"@peterquillsi loki
chris evans
avengers: endgame
steve rogers and t'challa running faster than everyone during the wakanda battle https://t.co/bjocukgl7g"
93,"in this episode, we check out: 
- #thatsokayitskyungsoo
- avengers endgame
- euphoria
- gold cup
- taylor swift
- sophie turner &amp; joe jonas"
94,"saw avengers endgame last night. the weakest actor was clearly captain marvel. did someone ask her to play arrogant and unlikable, because all the other female performances were excellent. judging by her screentime, i'm guessing the directors also sensed this."
95,"@_dk10_ hi dillon, no they don't. we have an insider exclusive screening on tonight. see more: https://t.co/emwi7wdeg3"
96,‘avengers: endgame’ inches toward ‘avatar’ box office record with re-release https://t.co/wx9szghmsz vía @variety
97,"@n7_uk hi, we have an insider exclusive screening tonight. see more: https://t.co/emwi7wdeg3"
98,"i saw avengers endgame again yesterday. i wasn't going for the bonus stuff, just wanted to see it one more time in theater, but thought the extras would be a treat. it was lame. one pointless scene with unfinished cgi? #avengersendgame"
99,"swipe ⬅️ full video in bio: subscribe (tag a friend)
__________________________
#superzerotherapy #zero #hero #superhero #theflash #nightcrawler #electro #doctor #homerun #sidepiece #ex #basement #avengers #endgame… https://t.co/armnk2offb"
100,brie really wants that female avengers movie to happen. https://t.co/k0al7eldai
101,"#hulk is incredibly 'hulka' in this extra end-credit scene!
#avengersendgame

https://t.co/byw6oogtlo"
102,"@russo_brothers 
care to tell me why avengers: endgame isn't re-releasing in india?
please please please get it to india"
103,"here's everything you need to know about those extra minutes in avengers endgame.

https://t.co/qgi3qhamds"
104,"here's everything you need to know about those extra minutes in avengers endgame.

https://t.co/ihaxmbrnbx"
105,"avengers: endgame - the frustrating reality of the ""new"" post-credits footage https://t.co/lhi7d5rrw3"
106,jeremy renner reveals avengers: endgame once had a thanos battle on vormir https://t.co/ddgvjdkxuh via @io9
107,22 marvel cinematic universe collage avengers endgame movie poster 12x18 24x36 best ever $4.24 https://t.co/ztek6wrk8r
108,"all 58 marvel movies ranked, including 'spider-man: far from home' https://t.co/r8ji96otdw"
109,"the marvel movies debrief: avengers - endgame recap, legacy and mcu connections https://t.co/gls0iap8ah https://t.co/qfa2cqs188"
110,lizzie swings by to chat about the avengers endgame rerelease https://t.co/tswqjozksi https://t.co/0uux0j9crd
111,‘avengers: endgame’ inches toward ‘avatar’ box office record with re-release https://t.co/md4bdalx9e via @rebeccaarubin #movies #boxoffice https://t.co/qenbwyaajp
112,thor ⚡️ https://t.co/tno19yrbrg
113,it was only re-released for the weekend? am i missing something here? https://t.co/iuwtid0xzs
114,🎥 | spider-man cast on spoilers &amp; avengers: endgame https://t.co/jb02zl7nbc via @jimmykimmellive #tomholland #spidermanfarfromhome
115,"spoilers ahead: today, we're taking a look at the avengers endgame collection. this is pretty much a highlight reel of some of the more memorable moments. https://t.co/i9ddj2gpl4"
116,"😓
.⠀
.⠀
by rs⠀
.⠀
.⠀
ignore the hashtags⠀
.⠀
.
#avengers #endgame #avengersendgame #endgamememes #endgamespoilers #endgameedit #thormemes #marvel #marvelmemes #marvelcomics #paulwalker #avatarmemes #mcu #mcumemes… https://t.co/e37llz07an"
117,"@lin_manuel @dave_malloy them: avengers endgame was the most ambitious crossover in history!

broadway fans: *sees lin-manuel and dave in one picture*"
118,avengers: endgame originally had a thanos fight scene with hawkeye and black widow https://t.co/uo3azusyvt https://t.co/rur2opauk8
119,"choose your favorite character

#avengersendgame #avengers #endgame #captainamerica #steverogers #loki #thor #ironman #tonystark #hulk #hawkeye #blackwidow #scarletwitch #guardiansofthegalaxy #rocketraccoon #groot #spiderman #doctorstrange #thanos #buckybarnes #blackpanther"
120,was there an extended trailer for episode 9 on avengers endgame this weekend?
121,'avengers: endgame' re-release: what's in the new scenes | time https://t.co/opfaf4xun5 #avengersendgame
122,"what are your top 5 movies? here are mine:

1. forrest gump
2. interstellar 
3. toy story 2
4. avengers endgame
5. the dark night"
123,"@jtemoviethinks mine: 
avengers: endgame
john wick 3: parabellum
yesterday 
shazam 
the man who killed don quixote"
124,"@adamsb___ @brandrew88 avengers endgame and all planet of the apes movies

the flash and adventure time"
125,avengers endgame re-released: know what’s new in the film https://t.co/vhcvectcis https://t.co/xkyzazxl5y
126,"3. avengers: endgame: 

a monumental cinematic achievement that delivers the conclusion the legions of mcu fans were hoping for. a triumphant conclusion to one of the most impactful franchises of modern cinema: 

https://t.co/lvogqqeqam https://t.co/rugiagye9n"
127,"thread of my fave 20 new films of 2019 so far, in reverse order.

note: list caveats in last tweet, release dates in brackets where unreleased in uk.

20. avengers endgame – a few flaws aside, a pretty spectacular ending to the first chapter of the planet-conquering mcu."
128,"what a con

https://t.co/vu3pjkc2wy"
129,brie larson’s captain marvel dons original ‘avengers: endgame’ suit in new bts image  https://t.co/ff6u7vlngz https://t.co/tpr5cfixni
130,"avengers: endgame
fri 7/12 - mon 7/15 and thurs 7/18, 7:15p. wed 7/17 &amp; thurs 7/18, $6 matinee, 1:00p  action, adventure,fantasy/sci-fi  3h 2m
 the avengers assemble once more in order to reverse thanos' actions and restore balance to the universe.

https://t.co/v0tusbppkp https://t.co/11htxc9klf"
131,chris evans has been chatting about avengers: endgame's timeline confusion (spoilers) https://t.co/oi5mrqogqu https://t.co/ppuqskdsa5
132,no need to watch the re-release now! https://t.co/hr397utsmo @avengers #avengersendgamererelease #avengersendgame
133,avengers: endgame directors explain what happened when captain america went back in time  https://t.co/gqxqtoxhe7 https://t.co/mqk0ynfdxv
134,"@gamespot a; avatar will probably go down in history as one of the most overrated boring movies ever.

b; avengers endgame will be the same. lol"
135,how tony stark's avengers: endgame fate was sealed in iron man ★★★ https://t.co/5cqzkg775a
136,i went to see avengers: endgame again last night to check out those additional bits of footage after the credits and wrote about them here https://t.co/qeukr28bue
137,'avengers: endgame' now tantalisingly close to avatar's box office record https://t.co/yjenb2cxl9
138,jeremy renner reveals avengers: endgame once had a thanos battle on vormir https://t.co/xdjfleyi9c -
139,how tony stark's avengers: endgame fate was sealed in iron man https://t.co/navmzeu3rp
140,"an intro, an unfinished deleted scene, a stan lee tribute and two minutes of a movie out this week?

there's a reason marvel fans aren't happy with avengers: endgame's re-release.

https://t.co/bujjnidtmw https://t.co/wnrssjb136"
141,avengers endgame re-release fails to break avatar box office record ‘it’s impossible’ https://t.co/jzvtadphmw https://t.co/mqxz6szo8e
142,"audi ""the debriefing"" - marvel studios’ avengers: endgame https://t.co/f4iaubiqyo"
143,"'avengers: endgame' now tantalisingly close to 'avatar's box office record
https://t.co/hbhlle5ctt"
144,"every hero, every moment, is back in theaters. see marvel studios' #avengersendgame on the big screen one more time: https://t.co/cvosj8fzdo https://t.co/bomc0dmeza https://t.co/z6a7exsapx"
145,"avengers endgame 2019 basic figure iron spider
→https://t.co/mxcq3cpaid …

#avengers 
#endgame https://t.co/b9gboe4srr"
146,"#avengersendgame has turned from avengers vs thanos to avengers vs #avatar. did our heroes take the crown as highest grossing movie of all-time?
https://t.co/vcmr3mbkd8"
147,"my tmi game

1. 167-168
2. no idea 😂
3. cancer
4. 2
5. straight
6. idk brown?
7. black
8. 🇦🇪
9. 🇨🇿
10. 🇳🇴🇺🇸🇷🇺
11. vocal?
12. avengers endgame 
13. loner - jumex
14. i want one myself first 😂

drop an emoji &amp; i’ll dm you the questions"
148,finally! — watching avengers: endgame
149,"are you ready for all new re:release avengers endgame, check out some amazing facts about all new avengers endgame re:release. by alison allison lyons

link: https://t.co/mayi5pzwxa https://t.co/kix1dpu5w5"
150,avengers: endgame's re-release not enough to dethrone avatar https://t.co/gfzvvrgz5v
151,avengers endgame re-release fails to beat avatar! https://t.co/fpuxy59mbk via @youtube
152,"yup, he'll be the mcu's new captain america. https://t.co/dnh8i1qgdy"
153,"avengers endgame leather jackets on sale with free shipping today!!!

https://t.co/dgq7uixyzc

#lm #avengersendame #blackpanther #ironman #starlord #captainamerica #marvel #mcu #avengers4 #superhero #avengers #endgame #captainmarvel #thanos #spiderman #antman https://t.co/zifcebdxbb"
154,🔥 #go #avengers avengers: endgame – the frustrating reality of the “new” post-credits footage – whatculture https://t.co/y16bthpnm3
155,avengers endgame re-release fails to break avatar box office record ‘it’s impossible' https://t.co/irdqyr6ckf #avengersendgamererelease #avengersendgame #avatar https://t.co/hg87kvqgcc
156,"@mangaminx 

did you watch avengers: endgame? https://t.co/jbylsb6y42"
157,cheap avengers endgame re-release trick makes 1.87 million https://t.co/pfkisq9z6b via @youtube
158,"4 movies in just a day. 

- captain marvel
- avengers: endgame
- avengers: age of ultron
- x-men the dark phoenix https://t.co/tm9q5qppjf"
159,"@sterkinekor hi again guys, will you be re-releasing avengers endgame this week? please let me know! i would like to book tickets! cheers! kp https://t.co/up7uaykhmo"
160,order today before these are discontinued! https://t.co/dvxcj57top https://t.co/zgyxh71kbm
161,"green book
parasite
john wick : parabellum
the dead don't die
avengers endgame (oui les rageux ! lol) https://t.co/w1vjttsjkv"
